title,text,date,label
" Once Again, Trump Proves How INCREDIBLY Ignorant He Is About The World (DETAILS)","President Donald Trump does not know anything about foreign policy. Now, it appears, he knows just as little about trade. This is more troubling as one of his selling points was that he was a successful businessman with a global company. You d think that a person with such a vast empire (there are Trump Towers all over the planet) would know a thing or two about the subject. This idea was blown out of the water this week by comments from a German official about Chancellor Angela Merkel s recent visit to Washington, DC.The official told The Times of London, Ten times Trump asked [German chancellor Angela Merkel] if he could negotiate a trade deal with Germany. Every time she replied,  You can t do a trade deal with Germany, only the EU.  On the eleventh refusal, Trump finally got the message,  Oh, we ll do a deal with Europe then.' For a man who claimed to be able to  make the best deals  for the United States with our trading partners, it helps to know who exactly those partners are.As bad as that is, Trump s lack of world knowledge is more than just problematic when it comes to problems the country is dealing with on the other side of the world. Not only has the Trump Administration failed to even nominate an ambassador to South Korea, up until China President Xi Jinping visited him at Mar-a-Lago, he was under the impression that the only thing that had to happen to contain North Korean leader, Kim Jung Un, was have China tell him to behave.North Korea is looking for trouble. If China decides to help, that would be great. If not, we will solve the problem without them! U.S.A.  Donald J. Trump (@realDonaldTrump) April 11, 2017After his visit with Xi, Trump told the Wall Street Journal,  After listening for 10 minutes, I realized it s not so easy. I felt pretty strongly that they had a tremendous power [over] North Korea.   But it s not what you would think. Keep in mind, Trump spent a lot of time during the campaign (and before) touting,  I know China.  He claimed that the combination of the work he has done with the Chinese and the  hundreds of books  he had read about China made him an expert on the region. All of this is odd, given his comments about that short (ten minutes!) conversation. His lack of understanding goes further.After his meeting with Xi, Trump told an interviewer,  Korea actually used to be a part of China. This did not go over well with the South Korean government. South Korean foreign spokesman Cho June-hyuck responded with,  It s a clear fact acknowledged by the international community that, for thousands of years in history, Korea has never been part of China. But wait, there s more.An interview with Fox & Friends makes it appear that Trump really doesn t even know who is running North Korea right now. He told them:I hope things work out well. I hope there s going to be peace, but you know, they ve been talking with this gentleman for a long time. You read Clinton s book, he said,  Oh we made such a great peace deal,  and it was a joke. You look at different things over the years with President Obama. Everybody s been outplayed, they ve all been outplayed by this gentleman and we ll see what happens. But I just don t telegraph my moves.Bill Clinton never dealt with the current leader, he dealt with his father, Kim Jung Il. Getting these facts wrong says a lot. Trump doesn t know who to deal with when it comes to trade with Germany. He seems to have taken his information about Chinese and Korean history from Xi. He doesn t appear to have a clue as to who the leader of North Korean leader. The questions with this president are not  What did he know and when did he know it?  but  Does he know anything and can he be taught? Featured image via Chip Somodevilla/Getty Images",23-Apr-17,False Report
"Trump, China's Xi to meet April 6-7 in Florida: source","WASHINGTON (Reuters) - U.S. President Donald Trump will meet April 6-7 with Chinese President Xi Jinping at the president’s Mar-a-Lago retreat in Florida, a source familiar with the meeting said on Tuesday. It will be their first face-to-face meeting since Trump took office on Jan. 20. Trump played host to Japanese Prime Minister Shinzo Abe last month at Mar-a-Lago, in Palm Beach, Florida. ",28-Mar-17,True Report
Washington talks end without agreement on Israeli settlements,"WASHINGTON (Reuters) - The Trump administration reiterated its concerns about Israeli settlement activity, the two sides said on Thursday, as a round of talks ended without agreement over limiting future construction on land the Palestinians want for a state. The four days of high-level meetings in Washington marked the latest step by President Donald Trump’s aides aimed at opening the way to renewed peace diplomacy between Israel and the Palestinians, despite deep skepticism in the United States and Middle East over the chances for success. Trump’s Middle East envoy, Jason Greenblatt, who recently returned from a visit to the region, led the U.S. delegation in what were described as “intensive discussions” with Israeli Prime Minister Benjamin Netanyahu’s chief of staff Yoav Horowitz and foreign policy adviser Jonathan Schachter. Despite setting a more positive tone toward Israel than his predecessor Barack Obama, Trump urged Netanyahu during a White House visit last month to “hold back on settlements for a little bit.” The two then agreed that their aides would seek an accommodation on how much Israel can build and where. “The United States delegation reiterated President Trump’s concerns regarding settlement activity in the context of moving towards a peace agreement,” according to a joint statement released by the White House. “The Israeli delegation made clear that Israel’s intent going forward is to adopt a policy regarding settlement activity that takes those concerns into consideration,” it said. “The talks were serious and constructive, and they are ongoing.” Peace talks between Israel and the Palestinians have been frozen since 2014 and settlements are one of the most heated issues. Palestinians want the West Bank and East Jerusalem for their own state, along with the Gaza Strip. Most countries consider Israeli settlements, built on land captured in the 1967 Middle East war, to be illegal. Israel disagrees, citing historical and political links to the land, as well as security interests. Trump has expressed some ambivalence about a two-state solution, the mainstay of U.S. policy for the past two decades. But he recently invited Palestinian President Mahmoud Abbas to visit. Trump has not publicly detailed what kind of agreement he wants with Israel on settlements. But many supporters of a two-state solution have urged a formula that restricts construction to the large settlement blocs that Israel is expected to retain under any final peace accord. In the talks, officials discussed measures for improving the climate for peace, according  to the joint readout. It said a key focus was on steps that “could have a meaningful impact on the economic environment in the West Bank and Gaza,” and specifically a desire to advance efforts toward “self-sustainability” in electricity and water. ",24-Mar-17,True Report
U.N. chief presses for release of arrested Reuters journalists in Myanmar,"TOKYO/YANGON (Reuters) - The arrest of two Reuters journalists in Yangon this week was a signal that press freedom is shrinking in Myanmar and the international community must do all it can to get them released, U.N. Secretary-General Antonio Guterres said on Thursday. Guterres said his main concern over Myanmar was the  dramatic violations of human rights  during a military crackdown in Rakhine State that forced more than 600,000 Rohingya Muslims to flee the country for southern Bangladesh, and the arrest of the journalists was probably related.  It is clearly a concern in relation to the erosion of press freedom in the country,  he told a news conference in Tokyo, referring to the detention of Wa Lone and Kyaw Soe Oo, who had been working on stories about the strife in Rakhine State.  And probably the reason why these journalists were arrested is because they were reporting on what they have seen in relation to this massive human tragedy,  he added. Myanmar s Ministry of Information said in a statement on Wednesday that the Reuters journalists and two policemen faced charges under the British colonial-era Official Secrets Act. The 1923 law carries a maximum prison sentence of 14 years. The reporters  illegally acquired information with the intention to share it with foreign media , the ministry said in its statement, which was accompanied by a photo of the two reporters in handcuffs. Rohingya refugees in Bangladesh say their exodus from the mainly Buddhist nation was triggered by a military offensive in response to Rohingya militant attacks on security forces at the end of August. The United Nations has branded the military s campaign in Rakhine State  a textbook example of ethnic cleansing  of the minority Rohingya. Guterres said the international community should do everything possible to secure the journalists  release and freedom of the press in Myanmar. He called for aid to be delivered, violence contained and reconciliation promoted in Rakhine State, and for the Rohingyas  right of return to be fully respected and implemented.    Britain has expressed  grave concerns  to the government of Myanmar over the arrest of the two journalists, Foreign Secretary Boris Johnson told reporters in London on Thursday.  We are committed to freedom of speech and people s ability to report the facts and bring into the public domain what is happening in Rakhine state,  he said. Canada s Minister of Foreign Affairs Chrystia Freeland tweeted that she was  deeply concerned  by the reports about the arrests.  Freedom of the press is essential for democracy and must be preserved,  she said. And the president of the European Parliament Antonio Tajani also called on Myanmar to protect media freedoms and release the two. Wa Lone and Kyaw Soe Oo went missing on Tuesday evening after they had been invited to meet police officials over dinner on the outskirts of Yangon. The authorities have not confirmed where the journalists  are being held and, as of Thursday evening, Reuters had not been formally contacted by officials about their detention. At Htaunt Kyant police station, where the journalists were charged, family members of Wa Lone and Kyaw Soe Oo were told that the pair were being detained at another location by an investigative team.   They are not here,  said Police Second Lieutenant Tin Htway Oo, according to Pann Ei, wife of reporter Wa Lone.  The police investigation team took them soon after they were arrested.   He said he did not know where the journalists were, Pann Ei added, but he did tell her they would be brought back to the station in  two to three days at most.  Reuters could not immediately reach Tin Htway Oo for comment. Police Lieutenant Colonel Myint Htwe of the Yangon Police Division told Reuters the reporters  location would not be disclosed until the investigation was complete.   It will be known later. Please wait a while,  he said. Reuters President and Editor-in-Chief Stephen J. Adler said in a statement on Wednesday:  We are outraged by this blatant attack on press freedom. We call for authorities to release them immediately.  The Foreign Correspondents Club of Myanmar said it was  appalled  by the arrests and  gravely concerned  about the state of press freedom in the country. In a statement, it called on the authorities to ensure the safety of the reporters and allow their families to see them. The foreign correspondents  club in neighbouring Thailand said it was  alarmed by the use of this draconian law with its heavy penalties against journalists simply doing their jobs .  Wielding such a blunt legal instrument has an intimidating effect on other journalists, and poses a real threat to media freedom,  the Bangkok-based club said in a statement, calling for the journalists to be released. ",14-Dec-17,True Report
DISRESPECTFUL DEMS EXPOSED! You’ll Never Guess Who Also Boycotted George W. Bush’s Inauguration [VIDEO],"It s a free country, and the nineteen (and counting) members of Congress who are planning to boycott President-elect Trump s inauguration are certainly within their rights. So even is Rep. John Lewis, D-Ga., who said over the weekend that Trump s election (or his presidency) is  illegitimate. That doesn t make his comment true or honorable or helpful to the nation s well-being, but he is free to say it.Reps. Lewis, Jerry Nadler, D-N.Y., Barbara Lee, D-Calif., Katherine Clark, D-Mass., and the other inaugural boycotters are certainly not alone in finding Trump uniquely awful. They are not alone in believing the president-elect has gone out of his way to offend people. Probably they also recognize that, in the safe districts they all represent, an inaugural boycott might even be a political winner.But this is also part of a pattern. Lewis and Lee, along with some other Democratic lawmakers at the time, also boycotted to make a point when President George W. Bush was inaugurated in 2001. The Washington Post reported at the time that Lewis  thought it would be hypocritical to attend Bush s swearing-in because he doesn t believe Bush is the true elected president. Maybe they had a better excuse that time, as there was so much lingering acrimony surrounding the Florida recount. But we re talking about elected members of Congress who have refused to accept two Republican presidencies in a row. Is there always a good enough excuse whenever a Republican wins? At what point is it fair to ask whether some people are just not committed to democratic or legal processes at all unless the results come out as they hope?  Washington ExaminerWatch the video below to see how Democrats protested Bush s inauguration:After skipping Bush's inauguration in '01, @Trish_Regan says there's a pattern of John Lewis's attempts to de-legitimize Presidents! pic.twitter.com/4XZrnNnU62  Trish Regan Intel (@TrishIntel) January 16, 2017",16-Jan-17,False Report
"DISGUSTING! Abusive “Transformers” Star Shia LaBeouf Repeatedly SCREAMS, “He Will Not Divide Us” In Face Of Young Trump Supporter [VIDEO]"," Shia Labeouf maniacally screams ""he will not divide us!"" in a Trump supporter's face thereby becoming the physical embodiment of division. pic.twitter.com/vwCUn6acNL  Paul Joseph Watson (@PrisonPlanet) January 22, 2017Commencing at 9am on January 20, 2017, the day of the inauguration of the 45th President of the United States, the public is invited to deliver the words  HE WILL NOT DIVIDE US  into a camera mounted on a wall outside the Museum of the Moving Image, New York, repeating the phrase as many times, and for as long as they wish.Open to all, 24 hours a day, seven days a week, the participatory performance will be live-streamed continuously for four years, or the duration of the presidency. In this way, the mantra  HE WILL NOT DIVIDE US  acts as a show of resistance or insistence, opposition or optimism, guided by the spirit of each individual participant and the community.",22-Jan-17,False Report
Trump's budget proposes converting some military grants to loans,"WASHINGTON (Reuters) - The Trump administration’s budget proposal would convert some of the United States’ foreign military grants to loans, part of a larger effort to slash spending on diplomacy, aid and programs abroad by more than 29 percent, the White House said on Monday. The cuts to programs under the State Department are in part meant to fund an increase in military spending. The White House budget documents showed total defense spending for the 2018 fiscal year at $603 billion, about 3 percent higher than President Barack Obama’s proposed 2018 fiscal year defense budget. The $603 billion includes funding for nuclear weapons programs at the Department of Energy and other national defense programs as well as the Department of Defense.  The Pentagon’s specific defense request is for $574.5 billion, an increase of 4.6 percent compared to fiscal year 2017. Under President Donald Trump’s proposal, the United States would spend 29.1 percent less on the State Department and “other international programs” in the 2018 fiscal year compared to 2017, a decrease of $11.5 billion. That decrease includes a re-shaping of the way some countries receive military aid from the United States. Foreign military financing gives countries loans or grants to buy U.S. military equipment. The State Department decides which countries are given the financing while the Pentagon executes the decisions. Under the Trump proposal, many current grants would instead be converted to loans. “We do change a couple of the foreign military programs from direct grants to loans,” said Mick Mulvaney, the director of the White House Office of Management and Budget, in a briefing with reporters on Monday. “Our argument was instead of ... giving somebody $100 million, we could give them a smaller number worth of loan guarantees and they could actually buy more stuff.” Military aid to Israel and Egypt, two close U.S. allies in the Middle East and the biggest recipients of U.S. military assistance, will remain unchanged, Mulvaney said. The Wall Street Journal, which first reported the proposal, said the foreign military grants could affect Pakistan, Tunisia, Lebanon, Ukraine, Colombia, the Philippines and Vietnam. U.S. military assistance to partners and allies reached $13.5 billion in 2015, or 28 percent of all U.S. foreign aid spending that year, according to the Congressional Research Service. Most grants through the Foreign Military Financing (FMF) program go to Israel, Egypt, Jordan, Pakistan and Iraq. Congress ultimately controls the government purse strings and may reject some or many of the Trump administration’s proposals. Republicans and Democrats in Congress have criticized the size of the cuts to the State Department and U.S. Agency for International Development. Mulvaney said that aid to Pakistan would be reduced, though he did not give concrete details. “(The) State (Department) still has some flexibility to come up with a final plan on that, but I do know that writ large we have proposed to move several countries from a direct grant program to a loan guarantee program,” he said. Todd Harrison, a defense budget analyst with the Center for Strategic and Budgetary Assessments, said the switch from grants to loans for military aid may mean that countries will not be able to afford U.S. military equipment, forcing them to go elsewhere for supplies. “Countries can buy from China or Russia. They have other places to shop, and one of the ways that we build capacity with our partners is through these grants,” Harrison said. “It’s in our interest to have interoperability with our allies, and these military grants are a part of that.” Thomas Spoehr, who directs the Center for National Defense at the conservative Heritage Foundation, said the conversion from grants to loans will be a challenge especially for smaller military aid recipient countries like Macedonia and Tunisia.     But “it’s a proposal whose time has come,” Spoehr said, given U.S. budget deficits and high military spending overall.     “This is probably a prudent place to make some cuts given all the other investments we make in national defense,” Spoehr said.  ",23-May-17,True Report
Trump met Stanford's John Taylor in Fed chair search: official,"WASHINGTON (Reuters) - President Donald Trump met on Wednesday with Stanford University economist John Taylor in his search for a new chair of the Federal Reserve, a White House official said. Trump was joined for the meeting by Vice President Mike Pence and members of his team helping in his search for a Fed chair, including Treasury Secretary Steve Mnuchin, the official told Reuters. Trump is working from a short list that includes Jerome Powell, a Fed governor, Kevin Warsh, a former Fed governor, his top economic adviser Gary Cohn, and current Fed Chair Janet Yellen, whose term expires in February, sources have said. ",12-Oct-17,True Report
White House not aware of other nations planning to recognize Jerusalem as Israel's capital,"WASHINGTON (Reuters) - The White House said on Thursday it was not aware of any other country that planned to follow President Donald Trump s lead and recognize Jerusalem as Israel s capital.  I m not aware of any countries that we anticipate that happening at any point soon,  White House spokeswoman Sarah Sanders told reporters.  I m not saying that they aren t, but I m not aware of them.  ",7-Dec-17,True Report
Four killed as militants attack airport security camp in Indian-controlled Kashmir,"SRINAGAR (Reuters) - Indian police on Tuesday killed three suspected militants in army uniforms after they infiltrated a security camp beside the main airport in the disputed region of Kashmir, officials said, an assault claimed by an Islamist group. One Indian security official was killed and three wounded in a gun fight that followed. Islamist group Jaish-e-Mohammad has taken responsibility for the attack, Kashmir police chief Muneer Khan said. Under cover of darkness, the militants cut a fence to enter the camp in the early hours of Tuesday, he added. The security camp of India s Border Security Force shares a boundary wall with the airport in Srinagar, the summer capital of Kashmir. Its main gate was about 500 meters (0.3 miles) from the airport.     Airport flight operations were briefly disrupted. Militants have targeted police camps in Kashmir in recent months. Eight Indian police officials were killed when Jaish-e-Mohammad militants attacked a security camp in southern Kashmir in August. India accuses Pakistan of training and arming militants and helping them infiltrate across the Line of Control that divides Kashmir. Pakistan denies those allegations. The South Asian neighbors have fought two of their three wars since independence in 1947 over Muslim-majority Kashmir, which both claim in full but each rules in part. ",3-Oct-17,True Report
 BREAKING: Trump Campaign CAUGHT Paying Off Hillary-Hating Sexual Assault Victim (DETAILS),"If you wanted to see how low the Trump campaign would go to win, look no further than the stunt they pulled at the second presidential debate. For weeks the Trump campaign had been hinting they would invite Bill Clinton s alleged  victims  to the debates, but they teetered when GOP establishment shut them down.Well, at the second debate, they did just that. They invited four women, including Paula Jones and Juanita Broaddrick, to sit front and center as the two candidates squared off.One victim, however, wasn t a victim of Bill Clinton. She, Kathy Shelton, was the victim of Thomas Alfred Taylor, a rapist Hillary Clinton was assigned to represent in the 1970s.Clinton represented her client, begrudgingly and reluctantly, but had to uphold her oath as an attorney to represent her client to the best of her ability. It worked.Yet Shelton still blames Clinton, accusing her of crossing the ethical boundaries beholden to an attorney (she didn t   or she would have been disbarred). So what did the Trump campaign do? They paid Shelton $2,500 to record an in-depth interview with her regarding her experiences with Hillary.The money was funneled by Roger Stone, the insane and graphically vile Trump ally, through his PAC, Committee to Restore America s Greatness.So now the Trump campaign is buying off Hillary haters and coordinating directly with PACs.According the Associated Press:Stone has arranged to pay other women critical of the Clintons.Earlier this year, Stone sought to raise money to pay off the mortgage of Kathleen Willey, who accused Bill Clinton of making unwanted sexual advances toward her during her time as a volunteer in his White House in the 1990s. Stone claimed in an online video interview that Trump had personally contributed to the fund.Trump s campaign has not endorsed Stone s political action committee, and has sent the group a cease and desist letter. The campaign has denied that Trump gave money to Willey s mortgage fund.Classy, Republicans. Real classy. Buying victims of childhood sex abuse to smear a qualified woman while their own candidate admits, on tape, to sexually assaulting women. Republicans have forfeited the right to call themselves the party of family values and morality.Kathy Shelton is once again being victimized, this time by a national political party who can t win on ideas, so they have to win on disgusting tactics like this.How much lower will they sink?Featured image via Scott Olson/Getty Images",10-Oct-16,False Report
 Trump’s America? What This High School Did To A Muslim Girl Is No Joke,"A Muslim high school student in Rancho Cucamonga, California, received an apology from officials at her school after she was misidentified as  Isis Phillips  in her yearbook. The Council on American-Islamic Relations is slamming the school, is calling for an investigation of the incident, and plans to send a legal team to meet with the school district.The incident fits in with a pattern of recent events in America.Bayan Zehlif, a junior at Los Osos, was photographed for the yearbook wearing a hijab. She posted the photo from the yearbook with the incorrect caption on Facebook and Twitter, according to the Los Angeles Times. I am extremely saddened, disgusted, hurt and embarrassed that the Los Osos High School yearbook was able to get away with this,  Zehlif wrote on Facebook.  Apparently, I am  Isis  in the yearbook. The school reached out to me and had the audacity to say that this was a typo. I beg to differ, let s be real. One of her fellow students told the NY Daily News that Zehlif was overreacting, and that it was simply an innocent mistake. But it is quite a coincidence for that name to be attached to a Muslim student.In recent years conservatives have led efforts to attack Muslims across America, to the point where leading officials like President Obama have had to intervene to make it clear that Muslims have and will continue to be part of the fabric of America.In a similar case, a Muslim student who made a clock and brought it to school was accused of making a bomb. President Obama invited him to the White House, pointing out that children should be encouraged to be interested in fields like engineering, not demonized.At the same time, presumptive Republican presidential candidate Donald Trump has opposed allowing Syrian war refugees into the United States, and favors a ban on Muslim immigration to the country   a proposal supported by a majority of Republican voters.Recent attacks on immigrants have also traced their inspiration to speeches and comments from Trump, including high school students who yelled racial epithets at Latino students. That is the sort of atmosphere Bayan Zehlif is growing up in, so it might be hard for her to believe this ISIS incident was just a mistake.Featured image via Flickr",9-May-16,False Report
Chinese aircraft drill again in Western Pacific,"BEIJING (Reuters) - Chinese military aircraft have again carried out drills in the Western Pacific, the Xinhua state news agency said on Thursday, with bombers and fighters from a South China Sea naval air arm exercising with warships. Chinese aircraft, most of them from the air force, have carried out increasing numbers of drills far from Chinese shores in the past few years, most recently focused on self-ruled Taiwan, claimed by China as its own, and near Japan.  Xinhua said dozens of aircraft, including bombers, fighters and early warning aircraft, drilled in the Western Pacific along with warships, but it did not give an exact location. The exercises were normal drills, part of annual plans, and accorded with international law and norms and were not aimed at any specific country or region, Xinhua said, citing the military. The exercises had no impact on freedom of navigation or overflight in the area, the news agency added. The participation of aircraft attached to the South China Sea fleet implies they could have flown over the disputed South China Sea, where China has been building airfields and other military facilities, some on artificial islands, unnerving the region. China claims most of the South China Sea, a strategic waterway through which $3 trillion worth of goods passes every year. Vietnam, the Philippines, Malaysia, Taiwan and Brunei all have overlapping claims. China has continued to install high-frequency radar and other facilities that can be used for military purposes on its man-made islands in the South China Sea, a U.S. think-tank said last week. [nL8N1OE7HR] ",21-Dec-17,True Report
 Republican Has Epiphany: ‘Wracking My Brain To Think Of One [Positive] Thing Our Party Has Done’,"Just a few years after Republicans shut down the government. Then came so close to defaulting on America s debts that the nation s credit rating was reduced. Then nominated a reality television star and serial liar as president. Then elected said reality television star and serial liar to actually be president even after a tape was released where he bragged about sexual assault. Republican Representative Tom Rooney had an epiphany: Maybe  maybe the Republican Party is a joke?It may seem obvious to some, but even Republicans themselves are starting to question whether or not the GOP has a single good idea in years.Rooney s epiphany came after he watched how his party botched a healthcare reform bill that the GOP had spent seven years promising to pass. From start to finish, the effort was a spectacular failure. The bill itself was a rush job and so poorly constructed that an independent assessment of its effects found that it would result in 24 million fewer people having insurance while also not saving the country any money. The bill s popularity hovered around 17%. Then the right-wing section of the Republican Party actually revolted against the bill because it didn t kick more people off of insurance. Then Trump demanded the GOP prove its loyalty to him by passing the bill anyway   and nobody listened. The bill failed before it even got a vote, humiliating both Trump and House Speaker Paul Ryan.Republicans, including Rooney, were shook. So much so that Rooney began saying the one thing you as a Republican are never supposed to say aloud.As the prospect of a loss became more real on Friday, the frustrations of GOP lawmakers loyal to the leadership began to boil over.  I ve been in this job eight years, and I m wracking my brain to think of one thing our party has done that s been something positive, that s been something other than stopping something else from happening,  Representative Tom Rooney of Florida said in an interview.  We need to start having victories as a party. And if we can t, then it s hard to justify why we should be back here. Like many Americans, it s slowly dawning on Republicans that they really are the  Party of No.  Obstructionists. Haters. Fanatics. But not lawmakers.And Rooney wasn t the only one. The healthcare bill implosion was so incredible that other conservatives were having similar thoughts:GOP aide on CapHill: ""I'm starting to think that while we're pretty good at winning elections, we're not great at the whole governing thing""  Alex Roarty (@Alex_Roarty) March 24, 2017 Not great at the whole governing thing  could very well be the official Republican motto.Featured image via Chip Somodevilla/Getty Images",25-Mar-17,False Report
STUNNING VINTAGE VIDEO Shows BARACK OBAMA Mocking God…The Bible…Where Was This 9 Years Ago?,"Obama can be seen addressing a crowd about religion and the role it plays in our lives and in politics. The most interesting line comes at the beginning of the video when he tells the crowd America is no longer a Christian nation:  We are no longer a Christian nation. At least not  just ! Which passages of scripture should guide our public policy?   At some fundamental level, religion does not allow for compromise. It s the art of the impossible. If God s spoken, then followers are expected to live up to God s edicts regardless of the consequences. Barack Obama goes on to criticize his interpretation of several passages in the Bible suggesting God s word is ridiculous and needs to be examined and challenged ",1-Mar-17,False Report
 Terrorist Jon Ritzheimer Uses Sobbing Daughters To Beg For Money Before Turning Himself In,"Jon Ritzheimer, infamous hater of Muslims and one of the terrorists responsible for the occupation of the Malheur National Wildlife Refuge in Oregon, managed to escape the arrests made Tuesday by federal agents of ringleader Ammon Bundy and his band of right-wing nutjobs.According to a post on his Facebook page, Ritzheimer had returned to his home in Arizona to visit with his family:That was, of course, the real reason Ritzheimer was part of the occupation to begin with: Money. After his armed protest of a mosque in Arizona failed to bring in the $10 million he said he needed for  security upgrades,  Ritzheimer began appearing at idiotic  movements  all over the place. His last was the Bundy fiasco in Oregon. Ritzheimer has proven he will go out of his way to find a reason to beg for money, and this was no different. Before turning himself in, he released this video on his Facebook page, along with yet another plea for help for  legal fees  and for help for his family, who he clearly can t support.Ritzheimer has proven he will go out of his way to find a reason to beg for money, and this was no different. Before turning himself in, he released this video on his Facebook page. It s a real tear-jerker anytime you see a man who has repeatedly abandoned his family to fight for stupidity a thousand miles away:https://www.facebook.com/scrappyphx.rider/videos/474428609411611/?autoplay_reason=gatekeeper&video_container_type=0&app_id=6628568379Along with the video was yet another post, complete with a link for donations. Apparently Ritzheimer was pretty well prepared to NOT die for the cause:That s all he wants. A couple of weeks ago all he wanted was to die for the cause. Now all he wants is the government to play by his rules. Let s be honest, Jon   all you want is money.There s no official word yet on Ritzhewimer s arrest or bail requirements. Addicting Info will update this story as more information becomes available.Featured image via file photo",26-Jan-16,False Report
"France close to Qatar military, transport contracts:  presidential source","PARIS (Reuters) - France is close to finalizing major military and transport contracts during a visit by Emmanuel Macron to Qatar on Thursday, a French presidential source said. Qatar has an option to buy 12 more Dassault-made Rafale fighter jets after buying 24 planes in 2015 for about 6 billion euros ($7.11 billion) and officials have said that the deal could be concluded this week. The two sides are also in talks for sale of 300 VBCI armored vehicles from French firm Nexter and a contract worth some 3 billion euros to manage the Doha metro for 20 years.  Discussions are ongoing,  a French presidential source told reporters on Monday ahead of the visit.  You spoke about several dossiers for which the point of maturity is close, but I prefer to remain a little bit prudent and wait until Thursday.   Paris has close commercial and political ties with Qatar and has pushed further business interests in the country as well as encourage investment into France, where the gas-rich Gulf state already has assets of about $10 billion. It has also sought to play a role as a go-between in a row, which began in early June when Saudi Arabia, Bahrain, the United Arab Emirates and Egypt cut political and trade ties with Qatar. Since then Qatar has sought to strengthen its military, including signing military equipment deals with the United States, Russia and Britain. ($1 = 0.8441 euros) ",4-Dec-17,True Report
AND SO IT BEGINS…INSPIRED BY GAY MARRIAGE RULING…Polygamists Apply For Marriage License,"Well, that didn t take long. Look for the first beastiality marriage license request in 5 4 3 2 1 Nathan Collier said he was inspired by the recent Supreme Court decision that made marriage equal. He said he was particularly struck by the words of dissenting Chief Justice John Roberts who claimed giving gay couples the right to marry, might inspire polygamy.And so this week, Mr Collier and his two wives, Victoria and Christine, entered a courthouse in Billings, Montana, and sought an application to legalise the trio s polygamous union, Right now we re waiting for an answer,  Mr Collier told The Independent.  I have two wives because I love two women and I want my second wife to have the same legal rights and protection as my first. He added:  Most people are not us. I am not trying to define what marriage means for anybody else   I am trying to define what marriage means for us. The practice of bigamy   holding multiple marriage licences   is outlawed in all 50 of the US states, Montana among them. But Mr Collier said he planned to sue if his application was denied.Mr Collier said he was former Mormon who had been excommunicated for polygamy and now owned a refrigeration business in Billings.He married his first wife, Victoria, 40, in 2000. The 46-year-old, who appeared in the reality TV show Sister Wives, held a religious ceremony to marry second wife, Christine, in 2007 but did not sign a marriage license to avoid bigamy charges.His first wife, Victoria, said that she and her husband s second wife got along  like sisters .Via: Independent UK",2-Jul-15,False Report
 ‘Stand Your Ground’: FL Man Shoots At Teens Playing Pokémon Go,"Florida s toxic and dangerous  stand your ground  gun culture nearly claimed the lives of two more children. Their only  crime  appears to have been that they were playing the popular Pok mon Go mobile game.A gun owner in Palm Coast, Florida, heard a noise at 1:30 in the morning, looked outside and saw a white car parked outside his house.He grabbed his handgun and went outside to investigate. As he came up to the car, he overheard one of the two teens say  did you get anything?  Troiano said.That s when the man stepped in front of the vehicle, thinking they had possibly broken into his home, raised his gun and ordered them not to move, officials said.The vehicle sped towards him and he moved out of its path. He then fired rounds at the vehicle because he said it  was attempting to strike him,  Troiano said.The next day the mother of the teens, ages 19 and 16, called police to tell them that the teens hadn t told her what had happened until they discovered a flat tire and bullet holes in the rear tire, hubcap, and fender.Florida s  stand your ground  law is part of what is called the  castle doctrine.  It is the result of a lobbying campaign by the NRA and the right-wing group American Legislative Exchange Council (ALEC) to push dangerous gun policies in the states. The  stand your ground  doctrine is on the books in 25 states as a result.It essentially gives shooters carte blanche to fire at and kill people without being prosecuted, they simply have to say they felt threatened within their home and escape being prosecuted for murder or civil liabilities in a lawsuit related to the incident. Stand your ground  most notably was invoked in the trial of George Zimmerman for the shooting death of teenager Trayvon Martin, a case that also occurred in Florida.If the teens playing Pok mon Go had been killed in this incident, it is highly possible that the shooter could have invoked the law and escaped prosecution for their death. The mix of silly teens playing a video game and an easily accessible gun could have been a disaster.Featured image via YouTube/Wikimedia",17-Jul-16,False Report
